Date,Close
2018-07-09,89.76
2018-07-10,88.98
2018-07-11,88.65
2018-07-12,89.47
2018-07-13,88.24
2018-07-16,88.46
2018-07-17,89.77
2018-07-18,88.16
2018-07-19,88.35
2018-07-20,88.61
2018-07-23,89.39
2018-07-24,88.15
2018-07-25,86.83
2018-07-26,87.35
2018-07-27,87.65
2018-07-30,87.9
2018-07-31,88.25
2018-08-01,87.57
2018-08-02,87.8
2018-08-03,88.09
2018-08-06,87.38
2018-08-07,89.24
2018-08-08,89.72
2018-08-09,88.53
2018-08-10,89.18
2018-08-13,88.21
2018-08-14,89.0
2018-08-15,90.15
2018-08-16,89.33
2018-08-17,90.3
2018-08-20,90.71
2018-08-21,91.53
2018-08-22,93.43
2018-08-23,93.18
2018-08-24,92.43
2018-08-27,91.54
2018-08-28,90.72
2018-08-29,90.65
2018-08-30,90.99
2018-08-31,91.27
2018-09-03,92.09
2018-09-04,92.11
2018-09-05,93.56
2018-09-06,93.29
2018-09-07,96.01
2018-09-10,96.64
2018-09-11,95.78
2018-09-12,94.71
2018-09-13,95.19
2018-09-14,94.97
2018-09-17,95.69
2018-09-18,96.16
2018-09-19,96.09
2018-09-20,95.24
2018-09-21,93.72
2018-09-24,93.28
2018-09-25,94.13
2018-09-26,94.35
2018-09-27,93.1
2018-09-28,93.28
2018-10-01,93.66
2018-10-02,92.78
2018-10-03,92.93
2018-10-04,92.99
2018-10-05,91.85
2018-10-08,92.2
2018-10-09,92.76
2018-10-10,93.85
2018-10-11,94.9
2018-10-12,93.52
2018-10-15,92.59
2018-10-16,93.1
2018-10-17,93.61
2018-10-18,94.13
2018-10-19,97.98
2018-10-22,98.55
2018-10-23,99.69
2018-10-24,100.64
2018-10-25,101.29
2018-10-26,100.98
2018-10-29,101.74
2018-10-30,100.97
2018-10-31,100.73
2018-11-01,100.24
2018-11-02,100.32
2018-11-05,102.64
2018-11-06,100.77
2018-11-07,101.46
2018-11-08,99.85
2018-11-09,99.37
2018-11-12,100.46
2018-11-13,100.53
2018-11-14,99.45
2018-11-15,98.73
2018-11-16,99.41
2018-11-19,98.68
2018-11-20,98.9
2018-11-21,98.95
2018-11-22,98.29
2018-11-23,100.44
2018-11-26,101.07
2018-11-27,99.05
2018-11-28,99.23
2018-11-29,98.57
2018-11-30,99.42
2018-12-03,98.63
2018-12-04,98.52
2018-12-05,99.02
2018-12-06,99.89
2018-12-07,98.69
2018-12-10,98.35
2018-12-11,97.88
2018-12-12,97.22
2018-12-13,98.99
2018-12-14,99.39
2018-12-17,98.13
2018-12-18,99.05
2018-12-19,101.17
2018-12-20,102.21
2018-12-21,100.69
2018-12-24,100.2
2018-12-25,101.47
2018-12-26,100.76
2018-12-27,101.21
2018-12-28,101.98
2018-12-31,101.05
2019-01-01,100.99
2019-01-02,97.75
2019-01-03,96.73
2019-01-04,96.48
2019-01-07,95.23
2019-01-08,96.86
2019-01-09,95.43
2019-01-10,94.99
2019-01-11,95.12
2019-01-14,96.56
2019-01-15,95.13
2019-01-16,96.29
2019-01-17,96.3
2019-01-18,95.32
2019-01-21,95.78
2019-01-22,95.98
2019-01-23,95.38
2019-01-24,95.45
2019-01-25,95.06
2019-01-28,95.18
2019-01-29,95.84
2019-01-30,97.42
2019-01-31,96.19
2019-02-01,98.32
2019-02-04,96.37
2019-02-05,96.22
2019-02-06,96.8
2019-02-07,97.09
2019-02-08,96.46
2019-02-11,96.25
2019-02-12,95.76
2019-02-13,95.17
2019-02-14,96.02
2019-02-15,96.38
2019-02-18,95.69
2019-02-19,96.59
2019-02-20,96.89
2019-02-21,97.71
2019-02-22,98.34
2019-02-25,97.51
2019-02-26,96.95
2019-02-27,97.69
2019-02-28,98.3
2019-03-01,98.28
2019-03-04,98.4
2019-03-05,99.68
2019-03-06,99.09
2019-03-07,99.63
2019-03-08,99.43
2019-03-11,99.21
2019-03-12,100.31
2019-03-13,101.14
2019-03-14,101.95
2019-03-15,103.26
2019-03-18,103.28
2019-03-19,103.96
2019-03-20,103.65
2019-03-21,103.97
2019-03-22,103.84
2019-03-25,103.94
2019-03-26,104.54
2019-03-27,103.72
2019-03-28,105.81
2019-03-29,104.8
2019-04-01,103.59
2019-04-02,104.75
2019-04-03,105.54
2019-04-04,106.16
2019-04-05,106.79
2019-04-08,106.78
2019-04-09,105.88
2019-04-10,105.96
2019-04-11,105.28
2019-04-12,106.26
2019-04-15,106.11
2019-04-16,105.28
2019-04-17,104.96
2019-04-18,105.38
2019-04-19,104.81
2019-04-22,103.99
2019-04-23,104.23
2019-04-24,104.48
2019-04-25,103.97
2019-04-26,103.5
2019-04-29,103.73
2019-04-30,102.28
2019-05-01,100.88
2019-05-02,100.16
2019-05-03,99.94
2019-05-06,100.26
2019-05-07,101.73
2019-05-08,102.59
2019-05-09,102.43
2019-05-10,102.41
2019-05-13,101.41
2019-05-14,101.39
2019-05-15,101.1
2019-05-16,101.42
2019-05-17,100.6
2019-05-20,101.11
2019-05-21,102.65
2019-05-22,102.54
2019-05-23,102.94
2019-05-24,103.63
2019-05-27,103.23
2019-05-28,103.45
2019-05-29,103.47
2019-05-30,103.56
2019-05-31,102.79
2019-06-03,102.82
2019-06-04,103.31
2019-06-05,104.76
2019-06-06,105.72
2019-06-07,107.88
2019-06-10,107.11
2019-06-11,107.98
2019-06-12,108.16
2019-06-13,110.35
2019-06-14,109.55
2019-06-17,108.71
2019-06-18,108.11
2019-06-19,105.98
2019-06-20,105.46
2019-06-21,104.7
2019-06-24,104.85
2019-06-25,105.19
2019-06-26,107.07
2019-06-27,108.02
2019-06-28,107.44
2019-07-01,106.54
2019-07-02,107.03
2019-07-03,105.71
2019-07-04,107.55
2019-07-05,108.72
2019-07-08,108.26
2019-07-09,106.54
2019-07-10,107.9
2019-07-11,107.78
2019-07-12,109.02
2019-07-15,107.43
2019-07-16,106.83
2019-07-17,106.83
2019-07-18,106.88
2019-07-19,106.43
2019-07-22,107.05
2019-07-23,105.98
2019-07-24,105.84
2019-07-25,105.96
2019-07-26,106.48
2019-07-29,107.19
2019-07-30,106.06
2019-07-31,104.53
2019-08-01,105.81
2019-08-02,106.14
2019-08-05,105.39
2019-08-06,106.94
2019-08-07,107.06
2019-08-08,108.24
2019-08-09,108.3
2019-08-12,110.36
2019-08-13,112.12
2019-08-14,111.87
2019-08-15,112.84
2019-08-16,113.49
2019-08-19,114.86
2019-08-20,113.89
2019-08-21,114.58
2019-08-22,115.64
2019-08-23,113.88
2019-08-26,112.69
2019-08-27,110.65
2019-08-28,110.39
2019-08-29,111.1
2019-08-30,112.6
2019-09-02,112.68
2019-09-03,114.31
2019-09-04,112.93
2019-09-05,111.22
2019-09-06,111.17
2019-09-09,111.55
2019-09-10,111.52
2019-09-11,109.45
2019-09-12,109.36
2019-09-13,108.06
2019-09-16,108.73
2019-09-17,109.1
2019-09-18,108.16
2019-09-19,107.64
2019-09-20,106.58
2019-09-23,106.52
2019-09-24,107.47
2019-09-25,106.49
2019-09-26,106.99
2019-09-27,106.46
2019-09-30,105.67
2019-10-01,105.56
2019-10-02,104.53
2019-10-03,103.97
2019-10-04,102.78
2019-10-07,104.74
2019-10-08,104.78
2019-10-09,104.08
2019-10-10,104.29
2019-10-11,104.18
2019-10-14,103.96
2019-10-15,104.57
2019-10-16,105.33
2019-10-17,104.8
2019-10-18,104.22
2019-10-21,103.95
2019-10-22,101.65
2019-10-23,100.13
2019-10-24,101.5
2019-10-25,103.14
2019-10-28,102.89
2019-10-29,103.47
2019-10-30,103.78
2019-10-31,106.86
2019-11-01,107.98
2019-11-04,107.85
2019-11-05,106.9
2019-11-06,105.29
2019-11-07,105.49
2019-11-08,104.74
2019-11-11,103.31
2019-11-12,102.67
2019-11-13,101.59
2019-11-14,103.27
2019-11-15,104.15
2019-11-18,104.15
2019-11-19,105.63
2019-11-20,105.7
2019-11-21,104.84
2019-11-22,106.37
2019-11-25,106.91
2019-11-26,105.87
2019-11-27,105.68
2019-11-28,104.8
2019-11-29,103.42
2019-12-02,104.35
2019-12-03,106.25
2019-12-04,104.86
2019-12-05,105.42
2019-12-06,104.77
2019-12-09,104.28
2019-12-10,103.69
2019-12-11,102.82
2019-12-12,102.87
2019-12-13,102.04
2019-12-16,102.31
2019-12-17,102.26
2019-12-18,102.02
2019-12-19,101.12
2019-12-20,100.54
2019-12-23,101.29
2019-12-24,101.8
2019-12-25,100.82
2019-12-26,100.92
2019-12-27,101.67
2019-12-30,100.0
2019-12-31,100.54
2020-01-01,99.88
2020-01-02,100.45
2020-01-03,99.69
2020-01-06,97.88
2020-01-07,96.26
2020-01-08,96.3
2020-01-09,96.56
2020-01-10,95.66
2020-01-13,96.3
2020-01-14,94.64
2020-01-15,94.57
2020-01-16,93.36
2020-01-17,92.71
2020-01-20,92.75
2020-01-21,91.89
2020-01-22,91.51
2020-01-23,92.52
2020-01-24,91.94
2020-01-27,92.77
2020-01-28,91.64
2020-01-29,92.17
2020-01-30,93.62
2020-01-31,91.14
2020-02-03,90.35
2020-02-04,90.92
2020-02-05,90.72
2020-02-06,91.09
2020-02-07,90.49
2020-02-10,90.58
2020-02-11,90.42
2020-02-12,91.59
2020-02-13,91.84
2020-02-14,92.18
2020-02-17,91.77
2020-02-18,91.28
2020-02-19,90.85
2020-02-20,91.24
2020-02-21,90.82
2020-02-24,91.11
2020-02-25,93.19
2020-02-26,94.06
2020-02-27,93.73
2020-02-28,94.93
2020-03-02,94.52
2020-03-03,92.49
2020-03-04,91.48
2020-03-05,89.61
2020-03-06,89.26
2020-03-09,89.27
2020-03-10,90.95
2020-03-11,91.28
2020-03-12,91.06
2020-03-13,91.89
2020-03-16,89.68
2020-03-17,89.91
2020-03-18,90.68
2020-03-19,89.2
2020-03-20,90.35
2020-03-23,90.69
2020-03-24,90.27
2020-03-25,90.9
2020-03-26,93.17
2020-03-27,93.36
2020-03-30,93.6
2020-03-31,93.15
2020-04-01,92.3
2020-04-02,93.13
2020-04-03,92.27
2020-04-06,92.34
2020-04-07,91.86
2020-04-08,92.34
2020-04-09,92.68
2020-04-10,93.71
2020-04-13,93.2
2020-04-14,92.93
2020-04-15,91.96
2020-04-16,91.51
2020-04-17,91.89
2020-04-20,92.65
2020-04-21,91.72
2020-04-22,92.59
2020-04-23,93.95
2020-04-24,94.36
2020-04-27,96.24
2020-04-28,95.46
2020-04-29,94.22
2020-04-30,92.44
2020-05-01,93.94
2020-05-04,94.59
2020-05-05,94.54
2020-05-06,94.82
2020-05-07,93.69
2020-05-08,96.14
2020-05-11,96.27
2020-05-12,96.38
2020-05-13,97.1
2020-05-14,97.58
2020-05-15,97.81
2020-05-18,97.02
2020-05-19,97.49
2020-05-20,99.37
2020-05-21,100.71
2020-05-22,102.31
2020-05-25,101.8
2020-05-26,100.81
2020-05-27,100.68
2020-05-28,100.74
2020-05-29,101.83
2020-06-01,100.14
2020-06-02,101.67
2020-06-03,101.51
2020-06-04,101.08
2020-06-05,100.07
2020-06-08,98.42
2020-06-09,99.24
2020-06-10,99.31
2020-06-11,98.02
2020-06-12,96.73
2020-06-15,96.39
2020-06-16,98.06
2020-06-17,97.8
2020-06-18,96.3
2020-06-19,96.05
2020-06-22,95.78
2020-06-23,93.08
2020-06-24,93.03
2020-06-25,92.8
2020-06-26,93.49
2020-06-29,95.34
2020-06-30,96.47
2020-07-01,96.2
2020-07-02,95.09
2020-07-03,97.67
2020-07-06,97.73
2020-07-07,97.74
2020-07-08,97.72
2020-07-09,97.91
2020-07-10,97.77
2020-07-13,97.2
2020-07-14,96.65
2020-07-15,96.62
2020-07-16,96.07
2020-07-17,95.36
2020-07-20,95.47
2020-07-21,95.21
2020-07-22,96.72
2020-07-23,94.06
2020-07-24,95.16
2020-07-27,96.4
2020-07-28,94.33
2020-07-29,93.99
2020-07-30,93.61
2020-07-31,92.21
2020-08-03,91.43
2020-08-04,90.32
2020-08-05,92.07
2020-08-06,93.01
2020-08-07,94.28
2020-08-10,95.0
2020-08-11,93.87
2020-08-12,93.35
2020-08-13,93.84
2020-08-14,92.61
2020-08-17,93.33
2020-08-18,93.09
2020-08-19,92.71
2020-08-20,93.42
2020-08-21,93.87
2020-08-24,93.51
2020-08-25,94.67
2020-08-26,93.58
2020-08-27,94.2
2020-08-28,94.79
2020-08-31,94.48
2020-09-01,94.81
2020-09-02,93.56
2020-09-03,94.48
2020-09-04,94.3
2020-09-07,93.78
2020-09-08,94.82
2020-09-09,94.12
2020-09-10,92.71
2020-09-11,91.15
2020-09-14,91.76
2020-09-15,90.48
2020-09-16,92.24
2020-09-17,90.15
2020-09-18,91.85
2020-09-21,92.06
2020-09-22,91.96
2020-09-23,91.42
2020-09-24,91.82
2020-09-25,91.78
2020-09-28,92.88
2020-09-29,93.0
2020-09-30,93.15
2020-10-01,92.78
2020-10-02,92.73
2020-10-05,93.04
2020-10-06,91.33
2020-10-07,89.98
2020-10-08,90.72
2020-10-09,90.89
2020-10-12,90.71
2020-10-13,90.73
2020-10-14,91.07
2020-10-15,90.53
2020-10-16,89.76
2020-10-19,89.95
2020-10-20,88.97
2020-10-21,89.38
2020-10-22,87.68
2020-10-23,88.71
2020-10-26,89.18
2020-10-27,89.44
2020-10-28,90.42
2020-10-29,92.08
2020-10-30,93.1
2020-11-02,91.26
2020-11-03,89.98
2020-11-04,89.35
2020-11-05,89.38
2020-11-06,89.9
2020-11-09,89.17
2020-11-10,89.36
2020-11-11,88.6
2020-11-12,87.99
2020-11-13,86.58
2020-11-16,85.66
2020-11-17,84.31
2020-11-18,83.33
2020-11-19,84.39
2020-11-20,83.44
2020-11-23,86.07
2020-11-24,86.56
2020-11-25,86.75
2020-11-26,85.89
2020-11-27,86.59
2020-11-30,86.01
2020-12-01,86.14
2020-12-02,88.7
2020-12-03,88.6
2020-12-04,89.75
2020-12-07,89.05
2020-12-08,89.01
2020-12-09,90.78
2020-12-10,90.16
2020-12-11,91.97
2020-12-14,92.68
2020-12-15,92.11
2020-12-16,92.75
2020-12-17,93.72
2020-12-18,94.34
2020-12-21,92.77
2020-12-22,92.04
2020-12-23,91.8
2020-12-24,91.72
2020-12-25,92.34
2020-12-28,92.52
2020-12-29,91.18
2020-12-30,91.56
2020-12-31,92.17
2021-01-01,92.73
2021-01-04,93.82
2021-01-05,94.65
2021-01-06,95.11
2021-01-07,95.04
2021-01-08,93.38
2021-01-11,93.81
2021-01-12,94.01
2021-01-13,94.29
2021-01-14,93.01
2021-01-15,91.93
2021-01-18,92.98
2021-01-19,92.94
2021-01-20,93.62
2021-01-21,93.65
2021-01-22,93.68
2021-01-25,94.62
2021-01-26,94.1
2021-01-27,94.2
2021-01-28,93.74
2021-01-29,93.3
2021-02-01,92.99
2021-02-02,93.22
2021-02-03,92.74
2021-02-04,93.99
2021-02-05,93.1
2021-02-08,92.91
2021-02-09,92.47
2021-02-10,93.92
2021-02-11,94.12
2021-02-12,95.15
2021-02-15,93.66
2021-02-16,93.93
2021-02-17,94.82
2021-02-18,94.9
2021-02-19,95.97
2021-02-22,95.45
2021-02-23,96.86
2021-02-24,99.16
2021-02-25,98.79
2021-02-26,98.35
2021-03-01,99.8
2021-03-02,101.38
2021-03-03,100.86
2021-03-04,100.44
2021-03-05,100.16
2021-03-08,98.81
2021-03-09,97.89
2021-03-10,96.89
2021-03-11,96.12
2021-03-12,96.09
2021-03-15,96.32
2021-03-16,97.87
2021-03-17,96.87
2021-03-18,97.86
2021-03-19,97.64
2021-03-22,97.59
2021-03-23,98.27
2021-03-24,97.15
2021-03-25,97.53
2021-03-26,97.7
2021-03-29,98.19
2021-03-30,98.48
2021-03-31,100.93
2021-04-01,100.29
2021-04-02,99.76
2021-04-05,99.14
2021-04-06,98.59
2021-04-07,97.95
2021-04-08,99.14
2021-04-09,100.56
2021-04-12,99.99
2021-04-13,99.15
2021-04-14,99.63
2021-04-15,99.07
2021-04-16,99.71
2021-04-19,99.91
2021-04-20,98.39
2021-04-21,99.94
2021-04-22,101.74
2021-04-23,101.12
2021-04-26,100.74
2021-04-27,101.02
2021-04-28,101.36
2021-04-29,102.02
2021-04-30,104.03
2021-05-03,103.85
2021-05-04,103.05
2021-05-05,101.67
2021-05-06,100.94
2021-05-07,100.91
2021-05-10,102.7
2021-05-11,102.18
2021-05-12,102.41
2021-05-13,102.39
2021-05-14,103.58
2021-05-17,106.11
2021-05-18,105.58
2021-05-19,105.09
2021-05-20,106.13
2021-05-21,106.81
2021-05-24,108.66
2021-05-25,109.24
2021-05-26,108.88
2021-05-27,109.47
2021-05-28,110.58
2021-05-31,111.4
2021-06-01,111.91
2021-06-02,112.98
2021-06-03,114.15
2021-06-04,115.53
2021-06-07,116.18
2021-06-08,116.01
2021-06-09,116.16
2021-06-10,117.36
2021-06-11,116.55
2021-06-14,116.92
2021-06-15,116.52
2021-06-16,116.55
2021-06-17,117.83
2021-06-18,118.02
2021-06-21,118.07
2021-06-22,116.71
2021-06-23,117.45
2021-06-24,118.1
2021-06-25,120.26
2021-06-28,119.95
2021-06-29,120.17
2021-06-30,120.42
2021-07-01,122.0
2021-07-02,121.9
2021-07-05,122.18
2021-07-06,122.79
2021-07-07,122.98
2021-07-08,122.53
2021-07-09,122.73
2021-07-12,123.8
2021-07-13,122.77
2021-07-14,122.91
2021-07-15,122.21
2021-07-16,123.4
2021-07-19,121.88
2021-07-20,121.32
2021-07-21,121.7
2021-07-22,123.26
2021-07-23,123.2
2021-07-26,122.64
2021-07-27,124.52
2021-07-28,123.07
2021-07-29,120.88
2021-07-30,121.32
2021-08-02,120.81
2021-08-03,119.79
2021-08-04,120.5
2021-08-05,120.74
2021-08-06,120.18
2021-08-09,118.9
2021-08-10,119.77
2021-08-11,120.42
2021-08-12,120.32
2021-08-13,122.17
2021-08-16,121.1
2021-08-17,119.57
2021-08-18,118.88
2021-08-19,118.84
2021-08-20,119.08
2021-08-23,118.84
2021-08-24,119.19
2021-08-25,117.94
2021-08-26,119.38
2021-08-27,119.3
2021-08-30,120.42
2021-08-31,120.76
2021-09-01,121.22
2021-09-02,121.79
2021-09-03,122.24
2021-09-06,122.88
2021-09-07,124.21
2021-09-08,124.4
2021-09-09,125.11
2021-09-10,125.02
2021-09-13,126.46
2021-09-14,125.79
2021-09-15,127.59
2021-09-16,127.55
2021-09-17,126.12
2021-09-20,126.24
2021-09-21,125.56
2021-09-22,126.4
2021-09-23,125.75
2021-09-24,125.31
2021-09-27,123.42
2021-09-28,122.96
2021-09-29,120.54
2021-09-30,118.96
2021-10-01,119.72
2021-10-04,120.5
2021-10-05,120.93
2021-10-06,119.96
2021-10-07,119.91
2021-10-08,119.91
2021-10-11,118.75
2021-10-12,120.25
2021-10-13,121.13
2021-10-14,120.91
2021-10-15,120.94
2021-10-18,121.15
2021-10-19,119.1
2021-10-20,118.86
2021-10-21,118.17
2021-10-22,117.17
2021-10-25,116.89
2021-10-26,118.69
2021-10-27,119.33
2021-10-28,118.76
2021-10-29,119.33
